ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-529304,Source2,2,2022-08-23 08:14:22,2022-08-23 08:44:03,34.030289,-117.701889,,,0.0,#3 lane blocked due to crash on CA-60 Westbound before Exit 32 Ramona Ave.,CA-60,Chino,San Bernardino,CA,91710,US,US/Pacific,KCNO,2022-08-23 07:53:00,71.0,71.0,73.0,29.1,6.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529305,Source2,2,2022-08-23 08:50:12,2022-08-23 09:37:40,34.067104,-117.512619,,,0.0,Crash on I-10 Westbound at Exit 61 Cherry Ave.,I-10,Fontana,San Bernardino,CA,92337,US,US/Pacific,KONT,2022-08-23 08:53:00,74.0,74.0,68.0,28.81,6.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529314,Source2,3,2022-08-23 08:18:05,2022-08-23 08:47:42,33.960178000000006,-118.280785,,,0.0,Lane blocked due to crash on I-110 Southbound after Exit 16 CA-42 Manchester Ave.,W Manchester Ave,Los Angeles,Los Angeles,CA,90003,US,US/Pacific,KHHR,2022-08-23 07:53:00,68.0,68.0,84.0,29.76,4.0,VAR,3.0,0.0,Haze,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-529317,Source3,1,2022-08-23 07:54:05,2022-08-23 08:40:34,36.577362,-121.590042,,,0.0,Crash on CR-G17 River Rd near Parker Rd.,River Rd,Salinas,Monterey,CA,93908-8708,US,US/Pacific,KSNS,2022-08-23 07:53:00,61.0,61.0,87.0,29.83,9.0,W,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529318,Source2,1,2022-08-23 07:51:58,2022-08-23 08:22:00,37.523853,-121.990677,,,0.0,Right hand shoulder blocked and left hand shoulder blocked due to crash on I-880 Southbound before Exit 16 Stevenson Blvd.,I-880,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2022-08-23 07:47:00,63.0,63.0,88.0,29.89,10.0,VAR,3.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529319,Source2,2,2022-08-23 08:10:53,2022-08-23 08:40:25,38.596352,-121.443405,,,0.0,#2 lane blocked due to crash on I-80-BR Northbound before Exit 9A Exposition Blvd.,Capital City Fwy E,Sacramento,Sacramento,CA,95815,US,US/Pacific,KMCC,2022-08-23 08:15:00,68.0,68.0,73.0,29.73,10.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529323,Source2,1,2022-08-23 08:46:02,2022-08-23 09:15:43,37.861168,-122.032997,,,0.0,Left hand shoulder blocked due to crash on I-680 Northbound before Exit 43 Livorna Rd.,I-680 N,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,2022-08-23 08:53:00,70.0,70.0,65.0,29.8,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529324,Source2,1,2022-08-23 07:44:17,2022-08-23 08:15:00,38.146179,-122.110397,,,0.0,Left hand shoulder blocked due to crash on I-680 Southbound at Exit 65 Marshview Rd.,I-680 S,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2022-08-23 07:54:00,62.0,62.0,86.0,29.84,10.0,SW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529334,Source2,1,2022-08-23 08:25:07,2022-08-23 08:54:30,33.626971999999995,-117.273048,,,0.0,Right hand shoulder blocked due to crash on I-15 Southbound at Exit 71 Bundy Canyon Rd.,Bundy Canyon Rd,Wildomar,Riverside,CA,92595,US,US/Pacific,KF70,2022-08-23 08:15:00,72.0,72.0,69.0,28.41,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529335,Source2,3,2022-08-23 07:34:11,2022-08-23 08:19:48,33.901505,-118.286278,,,0.0,Two lanes blocked due to crash on I-110 Southbound before Exit 12 Rosecrans Ave.,I-110,Gardena,Los Angeles,CA,90247,US,US/Pacific,KHHR,2022-08-23 07:53:00,68.0,68.0,84.0,29.76,4.0,VAR,3.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529336,Source2,3,2022-08-23 08:22:53,2022-08-23 08:52:25,33.947410999999995,-118.279732,,,0.0,#1 lane blocked due to crash on I-110 Northbound before Exit 15 Century Blvd.,I-110,Los Angeles,Los Angeles,CA,90003,US,US/Pacific,KHHR,2022-08-23 07:53:00,68.0,68.0,84.0,29.76,4.0,VAR,3.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529342,Source3,1,2022-08-23 07:55:39,2022-08-23 08:41:48,37.800129,-122.224701,,,0.0,Left hand shoulder blocked due to crash on I-580 Westbound at Exit 22B Beaumont Ave.,I-580,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,2022-08-23 07:53:00,61.0,61.0,87.0,29.9,10.0,SSW,3.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529347,Source2,2,2022-08-23 08:15:32,2022-08-23 08:45:05,37.701729,-121.889565,,,0.0,Crash on I-580 Westbound near Exit 46 Hacienda Dr.,I-580 W,Dublin,Alameda,CA,94568,US,US/Pacific,KLVK,2022-08-23 07:53:00,62.0,62.0,90.0,29.45,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529352,Source2,3,2022-08-23 07:27:01,2022-08-23 08:12:52,33.866146,-117.998093,,,0.0,Right hand shoulder blocked due to crash on I-5 Southbound at Exit 116 CA-39 Beach Blvd.,I-5,Buena Park,Orange,CA,90621,US,US/Pacific,KFUL,2022-08-23 07:53:00,68.0,68.0,84.0,29.71,7.0,S,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529358,Source3,3,2022-08-23 07:59:53,2022-08-23 08:46:16,37.741749,-121.57399,,,0.0,Crash on I-205 Westbound at I-580.,I-580 E,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,2022-08-23 07:53:00,62.0,62.0,90.0,29.45,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529363,Source3,1,2022-08-23 07:54:37,2022-08-23 08:41:00,37.67527000000001,-122.147797,,,0.0,Crash on Via Barrett at Via Nueva.,Via Nueva,San Lorenzo,Alameda,CA,94580-1363,US,US/Pacific,KHWD,2022-08-23 07:54:00,62.0,62.0,86.0,29.84,10.0,W,5.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-529372,Source2,1,2022-08-23 07:22:28,2022-08-23 07:52:00,37.317596,-121.830528,,,0.0,Crash on US-101 Northbound after Exit 383 Tully Rd.,US-101,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,2022-08-23 06:55:00,63.0,63.0,82.0,29.76,10.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529374,Source2,2,2022-08-23 07:56:19,2022-08-23 08:43:23,37.9981,-121.811127,,,0.0,Two lanes blocked due to crash on CA-4 Eastbound after Exit 27 Contra Loma Blvd.,CA-4 E,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,2022-08-23 07:53:00,65.0,65.0,78.0,29.81,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529375,Source2,1,2022-08-23 07:22:59,2022-08-23 07:52:43,36.907799,-121.439201,,,0.0,Crash on CA-25 at Hudner Ln.,Bolsa Rd,Hollister,San Benito,CA,95023-9313,US,US/Pacific,KCVH,2022-08-23 07:15:00,59.0,59.0,88.0,29.66,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529376,Source2,2,2022-08-23 07:24:49,2022-08-23 07:54:29,33.884205,-117.524651,,,0.0,#1 lane blocked due to crash on CA-91 Westbound after Exit 53 Mckinley St.,CA-91,Corona,Riverside,CA,92879,US,US/Pacific,KAJO,2022-08-23 06:56:00,65.0,65.0,90.0,29.26,9.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529382,Source2,3,2022-08-23 07:31:11,2022-08-23 08:15:51,34.083725,-117.693871,,,0.0,#1 lane blocked due to crash on I-10 Westbound before Exit 48 Monte Vista Ave.,I-10,Montclair,San Bernardino,CA,91763,US,US/Pacific,KPOC,2022-08-23 06:47:00,63.0,63.0,100.0,28.78,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529389,Source2,2,2022-08-23 08:05:49,2022-08-23 08:35:25,33.861515000000004,-117.877136,,,0.0,#3 lane blocked due to crash on CA-57 Northbound at Exit 5A CA-91.,CA-57,Placentia,Orange,CA,92870,US,US/Pacific,KFUL,2022-08-23 07:53:00,68.0,68.0,84.0,29.71,7.0,S,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529390,Source2,3,2022-08-23 06:47:49,2022-08-23 07:17:32,33.925072,-118.209908,,,0.0,HOV lane blocked due to crash on I-105 Westbound before Exit 12 Long Beach Blvd.,I-105,Lynwood,Los Angeles,CA,90262,US,US/Pacific,KHHR,2022-08-23 06:53:00,67.0,67.0,87.0,29.75,4.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-529391,Source2,3,2022-08-23 08:06:44,2022-08-23 08:36:07,33.942974,-118.36824,,,0.0,HOV lane blocked due to crash on I-405 Northbound before Exit 44 Century Blvd.,I-405,Inglewood,Los Angeles,CA,90304,US,US/Pacific,KHHR,2022-08-23 07:53:00,68.0,68.0,84.0,29.76,4.0,VAR,3.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529409,Source3,3,2022-08-23 06:35:12,2022-08-23 07:19:43,33.722183,-117.974678,,,0.0,#1 lane blocked due to crash on I-405 Southbound before Exit 15 Magnolia St.,I-405,Huntington Beach,Orange,CA,92647,US,US/Pacific,KSLI,2022-08-23 06:58:00,67.0,67.0,89.0,29.76,7.0,CALM,0.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529410,Source2,1,2022-08-23 07:04:28,2022-08-23 07:34:13,33.748466,-117.451836,,,0.0,Left hand shoulder blocked due to crash on I-15 Northbound before Exit 85 Indian Truck Trl.,I-15,Corona,Riverside,CA,92883,US,US/Pacific,KAJO,2022-08-23 06:56:00,65.0,65.0,90.0,29.26,9.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529411,Source3,3,2022-08-23 07:26:19,2022-08-23 08:11:00,34.259972,-118.330231,,,0.0,Lane blocked due to crash on I-210 Eastbound before Exit 11 Sunland Blvd.,I-210,Sunland,Los Angeles,CA,91040,US,US/Pacific,KBUR,2022-08-23 07:53:00,71.0,71.0,70.0,29.0,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529435,Source2,1,2022-08-23 07:33:57,2022-08-23 08:03:40,32.730412,-117.22428899999998,,,0.0,Crash on CA-209 Rosecrans St at Oliphant St.,Oliphant St,San Diego,San Diego,CA,92106-1956,US,US/Pacific,KSAN,2022-08-23 07:51:00,69.0,69.0,84.0,29.81,7.0,WSW,6.0,0.0,Cloudy,True,False,False,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
A-529441,Source2,2,2022-08-23 06:53:36,2022-08-23 07:23:04,37.823891,-122.266235,,,0.0,Crash on I-580 Westbound at Exit 19 CA-24.,I-580,Oakland,Alameda,CA,94609,US,US/Pacific,KOAK,2022-08-23 06:53:00,61.0,61.0,90.0,29.9,10.0,SW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529442,Source2,2,2022-08-23 06:49:26,2022-08-23 07:18:57,37.897545,-122.096481,,,0.0,Lane blocked due to crash on CA-24 Eastbound before Exit 14 Pleasant Hill Rd.,CA-24,Lafayette,Contra Costa,CA,94549,US,US/Pacific,KCCR,2022-08-23 06:53:00,62.0,62.0,84.0,29.81,10.0,SSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529448,Source2,1,2022-08-23 06:21:11,2022-08-23 07:20:22,38.334572,-122.738342,,,0.0,Crash on CA-116 Gravenstein Hwy Southbound at Stony Point Rd.,Highway 116,Cotati,Sonoma,CA,94931,US,US/Pacific,KO69,2022-08-23 06:15:00,52.0,52.0,94.0,29.79,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-529449,Source2,2,2022-08-23 06:30:48,2022-08-23 07:16:04,36.30005300000001,-119.810928,,,0.0,Two lanes blocked due to crash on CA-41 Southbound at Bush St.,1/2 Ave,Lemoore,Kings,CA,93245,US,US/Pacific,KNLC,2022-08-23 06:56:00,68.0,68.0,59.0,29.6,10.0,VAR,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529454,Source2,3,2022-08-23 06:58:32,2022-08-23 07:43:03,33.967255,-118.083252,,,0.0,#1 lane blocked and right hand shoulder blocked due to crash on I-605 Northbound before Exit 13 Saragosa St.,I-605,Whittier,Los Angeles,CA,90606,US,US/Pacific,KEMT,2022-08-23 06:53:00,67.0,67.0,87.0,29.71,7.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529468,Source2,1,2022-08-23 07:37:51,2022-08-23 08:07:25,38.497005,-122.748383,,,0.0,Lane blocked due to crash on Mark West Springs Rd at Old Redwood Hwy.,Mark West Springs Rd,Santa Rosa,Sonoma,CA,95403,US,US/Pacific,KSTS,2022-08-23 07:53:00,59.0,59.0,90.0,29.72,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529469,Source2,1,2022-08-23 07:40:25,2022-08-23 08:09:40,37.629681,-122.477829,,,0.0,Crash on Sharp Park Rd at Gypsy Hill Rd.,Sharp Park Rd,Pacifica,San Mateo,CA,94044,US,US/Pacific,KSFO,2022-08-23 07:56:00,62.0,62.0,80.0,29.88,10.0,NW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529478,Source2,2,2022-08-23 07:48:27,2022-08-23 08:18:11,33.91296,-117.44503,,,0.0,HOV lane blocked due to crash on CA-91 Eastbound before Exit 58 Indiana Ave.,CA-91,Riverside,Riverside,CA,92503,US,US/Pacific,KRAL,2022-08-23 07:53:00,70.0,70.0,76.0,28.96,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529498,Source2,1,2022-08-23 05:39:01,2022-08-23 06:08:20,33.774261,-118.074608,,,0.0,Right hand shoulder blocked due to crash on I-405 Southbound before Exit 24 Seal Beach Blvd.,CA-22,Seal Beach,Orange,CA,90740,US,US/Pacific,KSLI,2022-08-23 05:58:00,67.0,67.0,89.0,29.75,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-529509,Source2,3,2022-08-23 06:04:14,2022-08-23 06:33:53,33.831534999999995,-118.255791,,,0.0,Lane blocked due to crash on I-405 Northbound before Exit 34 Carson St.,I-405 N,Carson,Los Angeles,CA,90745,US,US/Pacific,KTOA,2022-08-23 06:55:00,66.0,66.0,100.0,29.71,3.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-529571,Source2,1,2022-08-23 06:33:42,2022-08-23 07:02:31,33.484867,-117.142464,,,0.0,Left hand shoulder blocked due to crash on I-15 Southbound at Exit 59 Rancho California Rd.,I-15,Temecula,Riverside,CA,92590,US,US/Pacific,KF70,2022-08-23 06:35:00,66.0,66.0,78.0,28.42,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529573,Source2,2,2022-08-23 05:19:42,2022-08-23 06:04:59,38.018559,-121.895065,,,0.0,#1 lane blocked due to crash on CA-4 Westbound after Exit 23 California Ave.,CA-4 W,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,2022-08-23 04:53:00,63.0,63.0,84.0,29.81,10.0,SSW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-529574,Source2,2,2022-08-23 06:33:52,2022-08-23 07:18:57,38.509956,-121.459587,,,0.0,#3 lane blocked due to crash on CA-99 Northbound after Exits 294A 294B 47th Ave.,CA-99 N,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,2022-08-23 06:53:00,64.0,64.0,87.0,29.82,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529583,Source2,2,2022-08-23 06:35:21,2022-08-23 07:34:58,37.73201,-122.18885,,,0.0,Crash on I-880 Northbound at Exit 35 98th Ave.,I-880 S,Oakland,Alameda,CA,94603,US,US/Pacific,KOAK,2022-08-23 06:53:00,61.0,61.0,90.0,29.9,10.0,SW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529633,Source2,3,2022-08-23 05:40:01,2022-08-23 06:09:24,34.067726,-117.595032,,,0.0,#3 lane blocked due to crash on I-10 Westbound before Exit 55A Holt Blvd.,I-10,Ontario,San Bernardino,CA,91764,US,US/Pacific,KONT,2022-08-23 05:53:00,67.0,67.0,84.0,28.81,8.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-529658,Source3,2,2022-08-23 05:22:08,2022-08-23 06:09:19,38.947552,-121.100609,,,0.0,Main roadway closed due to crash on Park Dr at Quartz Dr.,Park Dr,Auburn,Placer,CA,95602-2201,US,US/Pacific,KAUN,2022-08-23 05:15:00,72.0,72.0,33.0,28.29,10.0,E,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day
A-529698,Source2,3,2022-08-23 04:36:11,2022-08-23 05:05:48,37.659477,-122.463173,,,0.0,#1 lane blocked due to crash on I-280 Northbound at Exit 46 Hickey Blvd.,I-280,Daly City,San Mateo,CA,94015,US,US/Pacific,KSFO,2022-08-23 04:56:00,60.0,60.0,86.0,29.89,10.0,WNW,6.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-529827,Source2,1,2022-08-23 03:57:15,2022-08-23 04:26:53,37.812134,-122.19957,,,0.0,Crash on CA-13 Southbound after Exit 2 Monterey Blvd.,CA-13,Oakland,Alameda,CA,94611,US,US/Pacific,KOAK,2022-08-23 03:53:00,60.0,60.0,90.0,29.91,10.0,SSW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-529828,Source2,2,2022-08-23 04:08:51,2022-08-23 04:58:19,34.033955,-118.026909,,,0.0,Crash on I-605 Southbound at CA-60 Exit 12.,I-605 N,Whittier,Los Angeles,CA,90601,US,US/Pacific,KEMT,2022-08-23 03:53:00,66.0,66.0,90.0,29.72,9.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-529889,Source2,1,2022-08-23 04:13:43,2022-08-23 04:59:31,34.054157000000004,-118.004257,,,0.0,Right hand shoulder blocked due to crash on I-605 Southbound at Exit 21 Valley Blvd.,I-605 N,La Puente,Los Angeles,CA,91746,US,US/Pacific,KEMT,2022-08-23 03:53:00,66.0,66.0,90.0,29.72,9.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-529896,Source2,3,2022-08-23 03:06:57,2022-08-23 03:52:20,37.953472,-122.328354,,,0.0,Slow lane blocked due to crash on I-80 Eastbound before Exit 18 San Pablo Dam Rd.,I-80,San Pablo,Contra Costa,CA,94806,US,US/Pacific,KCCR,2022-08-23 02:53:00,64.0,64.0,80.0,29.82,10.0,SSW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-529941,Source2,2,2022-08-23 03:37:35,2022-08-23 04:06:56,37.145432,-121.984848,,,0.0,#1 lane blocked due to crash on CA-17 Northbound after CA-35 Summit Rd.,CA-17,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,2022-08-23 03:46:00,62.0,62.0,90.0,29.86,10.0,N,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-529943,Source2,2,2022-08-23 03:40:33,2022-08-23 04:27:43,34.130871,-117.92896299999998,,,0.0,Crash on I-210 Westbound at Exit 38 Irwindale Ave.,I-210,Azusa,Los Angeles,CA,91702,US,US/Pacific,KEMT,2022-08-23 03:46:00,66.0,66.0,90.0,29.72,9.0,CALM,0.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-529972,Source2,2,2022-08-22 20:41:14,2022-08-22 21:25:30,39.243771,-123.776207,,,0.0,Lane blocked due to crash on CA-1 Northbound before Frog Pond Rd.,Shore Pines,Little River,Mendocino,CA,95456,US,US/Pacific,KUKI,2022-08-22 20:56:00,74.0,74.0,55.0,29.31,10.0,NNE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-529975,Source2,3,2022-08-22 20:58:18,2022-08-22 21:27:48,34.038418,-118.27401,,,0.0,#4 lane blocked due to crash on I-10 Westbound at I-110.,CA-110 S,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2022-08-22 20:47:00,65.0,65.0,90.0,29.69,10.0,WSW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-529978,Source2,1,2022-08-22 19:33:56,2022-08-22 20:35:39,37.708603,-121.724503,,,0.0,Crash on I-580 Eastbound before Exit 55 Vasco Rd.,I-580,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2022-08-22 19:53:00,73.0,73.0,68.0,29.51,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529979,Source2,1,2022-08-22 19:00:21,2022-08-22 19:45:12,39.033089,-121.57888,,,0.0,Lane blocked due to crash on Feather River Blvd at Country Club Rd.,Country Club Rd,Olivehurst,Yuba,CA,95961-9622,US,US/Pacific,KMYV,2022-08-22 18:53:00,95.0,95.0,22.0,29.78,10.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529980,Source3,1,2022-08-22 18:00:45,2022-08-22 18:30:29,34.041401,-117.130081,,,0.0,Lane blocked due to crash on Overcrest Dr at La Colina Dr .,La Colina Dr,Redlands,San Bernardino,CA,92374,US,US/Pacific,KSBD,2022-08-22 17:51:00,93.0,93.0,24.0,28.65,6.0,WSW,12.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529981,Source2,1,2022-08-22 19:15:34,2022-08-22 19:45:20,34.428253000000005,-118.091064,,,0.0,Lane blocked due to crash on Angeles Forest Hwy Northbound after Aliso Canyon Rd.,Angeles Forest Hwy,Palmdale,Los Angeles,CA,93550,US,US/Pacific,KPMD,2022-08-22 18:53:00,94.0,94.0,17.0,27.28,10.0,W,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529982,Source2,1,2022-08-22 18:47:46,2022-08-22 19:17:36,36.861092,-121.540459,,,0.0,Crash on San Justo Rd at Prescott Rd.,San Justo Rd,San Juan Bautista,San Benito,CA,95045-9733,US,US/Pacific,KCVH,2022-08-22 18:55:00,86.0,86.0,35.0,29.7,10.0,WSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529983,Source3,1,2022-08-22 18:24:40,2022-08-22 19:50:37,36.984161,-121.957207,,,0.0,Crash on Porter St at Main St.,S Main St,Soquel,Santa Cruz,CA,95073,US,US/Pacific,KWVI,2022-08-22 18:53:00,73.0,73.0,61.0,29.79,10.0,SSW,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-529984,Source2,3,2022-08-22 18:42:51,2022-08-22 19:12:38,37.34780900000001,-121.919418,,,0.0,#1 lane blocked due to crash on I-880 Northbound before Exit 3 Coleman Ave.,I-880 N,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,2022-08-22 18:45:00,77.0,77.0,60.0,29.91,10.0,N,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529986,Source2,3,2022-08-22 19:21:22,2022-08-22 19:51:03,34.034203000000005,-118.350067,,,0.0,Lane blocked due to crash on I-10 Eastbound before La Brea Ave.,Rosa Parks Fwy,Los Angeles,Los Angeles,CA,90016,US,US/Pacific,KSMO,2022-08-22 19:04:00,65.0,65.0,87.0,29.69,10.0,W,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529993,Source2,3,2022-08-21 21:46:12,2022-08-21 23:02:22,34.024296,-118.20314,,,0.0,Lane blocked due to crash on I-5 Southbound at Beswick St.,Santa Ana Fwy S,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2022-08-21 21:47:00,68.0,68.0,87.0,29.8,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-529998,Source2,3,2022-08-22 19:48:08,2022-08-22 20:32:41,34.21225,-118.348412,,,0.0,#1 #2 lane blocked and HOV lane blocked due to crash on I-5 Northbound at Hollywood Way. SigAlert issued.,Golden State Fwy N,Burbank,Los Angeles,CA,91504,US,US/Pacific,KBUR,2022-08-22 19:53:00,75.0,75.0,64.0,29.05,10.0,ESE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
